video_id,title,description,title_description,label1,label2
KNKgJodQCfg,I did Disguised Toast's bidding as the Nice Guesser (custom mod),"I played the Nice Guesser and killed Ludwig for Disguised Toast in Among Us with Fuslie, Sykkuno, Valkyrae, Myth, and many more on Sussy Sunday.

Thanks for watching! 🌻 
Edited by http://www.twitter.com/master_els 
Channel Managed by https://twitter.com/NaiAlexandr 

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Tiktok ➡ https://www.tiktok.com/@blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise

#blaustoise #amongus #disguisedtoast #blau","I did Disguised Toast's bidding as the Nice Guesser (custom mod) I played the Nice Guesser and killed Ludwig for Disguised Toast in Among Us with Fuslie, Sykkuno, Valkyrae, Myth, and many more on Sussy Sunday.

Thanks for watching! 🌻 
Edited by http://www.twitter.com/master_els 
Channel Managed by https://twitter.com/NaiAlexandr 

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Tiktok ➡ https://www.tiktok.com/@blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise

#blaustoise #amongus #disguisedtoast #blau",yes,Disguised Toast
nIbWPLPYh4Y,Sykkuno Challenged Me and My Viewers in Fall Guys...,"I played Fall Guys with Myth, Sykkuno, and Fuslie, and we invited our viewers to fight with us!

Edited and Managed by https://twitter.com/NaiAlexandr

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Tiktok ➡ https://www.tiktok.com/@blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise

Alt Title: I challenged these streamers and their viewers in Fall Guys
Which Streamer's Community is BEST at Fall Guys?
Sykkuno, Fuslie, and I challenged our viewers in Fall Guys

#blaustoise #sykkuno #fallguys","Sykkuno Challenged Me and My Viewers in Fall Guys... I played Fall Guys with Myth, Sykkuno, and Fuslie, and we invited our viewers to fight with us!

Edited and Managed by https://twitter.com/NaiAlexandr

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Tiktok ➡ https://www.tiktok.com/@blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise

Alt Title: I challenged these streamers and their viewers in Fall Guys
Which Streamer's Community is BEST at Fall Guys?
Sykkuno, Fuslie, and I challenged our viewers in Fall Guys

#blaustoise #sykkuno #fallguys",yes,"Myth, Sykkuno, Fuslie"
qvg7N6BT_LA,Visiting Portola Drive from GTA in Real Life (Rodeo Drive),"Myth and I visit Rodeo Drive, Los Angeles and get kicked out by a bunch of bougie stores! We then drive out to Target where I let chat decide my outfit.

Edited by https://twitter.com/LSDRhapsody
Channel Managed by https://twitter.com/NaiAlexandr

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Tiktok ➡ https://www.tiktok.com/@blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise

#blaustoise #myth #rodeodrive","Visiting Portola Drive from GTA in Real Life (Rodeo Drive) Myth and I visit Rodeo Drive, Los Angeles and get kicked out by a bunch of bougie stores! We then drive out to Target where I let chat decide my outfit.

Edited by https://twitter.com/LSDRhapsody
Channel Managed by https://twitter.com/NaiAlexandr

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Tiktok ➡ https://www.tiktok.com/@blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise

#blaustoise #myth #rodeodrive",yes,
Ga11fIVcAXM,Can Three Streamers Beat Twitch Chat in Geoguessr?,"Sykkuno, FoolishGamers, and Blaustoise take on their combined Twitch chats to find out if they are smarter than their communities. They try world, America, and famous places only to find out they've met their match.

▼ (￣▽￣)ノ Open me!! ▼

Edited and managed by https://twitter.com/NaiAlexandr

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Tiktok ➡ https://www.tiktok.com/@blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise

#blaustoise #sykkuno #geoguessr","Can Three Streamers Beat Twitch Chat in Geoguessr? Sykkuno, FoolishGamers, and Blaustoise take on their combined Twitch chats to find out if they are smarter than their communities. They try world, America, and famous places only to find out they've met their match.

▼ (￣▽￣)ノ Open me!! ▼

Edited and managed by https://twitter.com/NaiAlexandr

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Tiktok ➡ https://www.tiktok.com/@blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise

#blaustoise #sykkuno #geoguessr",yes,Myth
RIyMB-kuHpQ,I Went Shopping in Paris with JHB and Fuslie,"This was the most scuffed shopping stream and it was all thanks to JHB and Fuslie. 

Edited by https://twitter.com/LSDRhapsody
Channel Managed by https://twitter.com/NaiAlexandr

▼ (￣▽￣)ノ Open me!! ▼

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Tiktok ➡ https://www.tiktok.com/@blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise

#blaustoise #vlog #fuslie","I Went Shopping in Paris with JHB and Fuslie This was the most scuffed shopping stream and it was all thanks to JHB and Fuslie. 

Edited by https://twitter.com/LSDRhapsody
Channel Managed by https://twitter.com/NaiAlexandr

▼ (￣▽￣)ノ Open me!! ▼

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Tiktok ➡ https://www.tiktok.com/@blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise

#blaustoise #vlog #fuslie",yes,"JHB, Fuslie"
Xqi-xcAArAY,I Became the WORST Personal Assistant at TwitchCon 2022,"Blaustoise hangs out with JHB, Miyoung (Kkatamina), and Fuslie at TwitchCon 2022 in Amsterdam and meets all 7 of his fans. 

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Tiktok ➡ https://www.tiktok.com/@blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise

Channel Managed by https://twitter.com/NaiAlexandr

#blaustoise #twitchcon #streamer","I Became the WORST Personal Assistant at TwitchCon 2022 Blaustoise hangs out with JHB, Miyoung (Kkatamina), and Fuslie at TwitchCon 2022 in Amsterdam and meets all 7 of his fans. 

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Tiktok ➡ https://www.tiktok.com/@blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise

Channel Managed by https://twitter.com/NaiAlexandr

#blaustoise #twitchcon #streamer",yes,"JHB, Miyoung (Kkatamina), Fuslie"
KKv_n6gUg2k,the (accidental) UNBEATABLE JESTER COMBO in Among Us,"I played the Jester neutral role and tricked everyone into voting me with the help of Leslie in Among Us (custom mod) with Disguised Toast, Fuslie, Sykkuno, Valkyrae, Myth, and many more on this week's Sussy Sunday (6/26/2022).

Thanks for watching! 🌻 
Edited by https://twitter.com/NaiAlexandr

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Tiktok ➡ https://www.tiktok.com/@blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise

#blaustoise #amongus #fuslie","the (accidental) UNBEATABLE JESTER COMBO in Among Us I played the Jester neutral role and tricked everyone into voting me with the help of Leslie in Among Us (custom mod) with Disguised Toast, Fuslie, Sykkuno, Valkyrae, Myth, and many more on this week's Sussy Sunday (6/26/2022).

Thanks for watching! 🌻 
Edited by https://twitter.com/NaiAlexandr

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Tiktok ➡ https://www.tiktok.com/@blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise

#blaustoise #amongus #fuslie",yes,"Disguised Toast, Fuslie, Sykkuno, Valkyrae, Myth, Leslie"
Ysb8yJDCrPE,I Tried the Tik Tok Slap Challenge. It was a mistake.,"Valkyrae, PeterParkTV, and Blaustoise try the Tortilla Slap Tik Tok Challenge during their Korea trip! In this game, you slap with a soft pillow and try to hold yourself together. If you laugh, you lose. 

▼ (￣▽￣)ノ Open me!! ▼

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Tiktok ➡ https://www.tiktok.com/@blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise

Alt Title: I Tried the Tortilla Slap Challenge. It was a mistake.
I got SLAPPED by Valkyrae

#blaustoise #valkyrae #challenge","I Tried the Tik Tok Slap Challenge. It was a mistake. Valkyrae, PeterParkTV, and Blaustoise try the Tortilla Slap Tik Tok Challenge during their Korea trip! In this game, you slap with a soft pillow and try to hold yourself together. If you laugh, you lose. 

▼ (￣▽￣)ノ Open me!! ▼

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Tiktok ➡ https://www.tiktok.com/@blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise

Alt Title: I Tried the Tortilla Slap Challenge. It was a mistake.
I got SLAPPED by Valkyrae

#blaustoise #valkyrae #challenge",yes,"Valkyrae, PeterParkTV, Blaustoise"
_XVBjAbmH24,the greatest Among Us JACKAL game ever... (custom mod),"I played the Jackal Neutral Impostor and destroyed the lobby in Among Us with Valkyrae, Sykkuno, Fuslie, IronMouse, Corpse Husband, Disguised Toast, Abe, TinaKitten, LilyPichu, and many more on this week's Sussy Sunday (7/31/2022).

Thanks for watching! 🌻 
Edited, thumbnail, and management by @naivety 

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Tiktok ➡ https://www.tiktok.com/@blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise

#blaustoise #amongus #fuslie","the greatest Among Us JACKAL game ever... (custom mod) I played the Jackal Neutral Impostor and destroyed the lobby in Among Us with Valkyrae, Sykkuno, Fuslie, IronMouse, Corpse Husband, Disguised Toast, Abe, TinaKitten, LilyPichu, and many more on this week's Sussy Sunday (7/31/2022).

Thanks for watching! 🌻 
Edited, thumbnail, and management by @naivety 

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Tiktok ➡ https://www.tiktok.com/@blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise

#blaustoise #amongus #fuslie",yes,"Valkyrae, Sykkuno, Fuslie, IronMouse, Corpse Husband, Disguised Toast, Abe, TinaKitten, LilyPichu"
bdbr1YlWiF0,I CONTROL TIME as the Time Master Role (custom mod),"I played the Time Master and practiced my time reversal magic in a custom modded lobby in Among Us with Valkyrae, Sykkuno, Fuslie, IronMouse, Corpse Husband, Disguised Toast, Abe, TinaKitten, LilyPichu, and many more on this week's Sussy Sunday (7/31/2022).

Thanks for watching! 🌻 
Edited by https://twitter.com/MessyNess_
Managed by https://twitter.com/NaiAlexandr

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Tiktok ➡ https://www.tiktok.com/@blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise

#blaustoise #amongus #fuslie","I CONTROL TIME as the Time Master Role (custom mod) I played the Time Master and practiced my time reversal magic in a custom modded lobby in Among Us with Valkyrae, Sykkuno, Fuslie, IronMouse, Corpse Husband, Disguised Toast, Abe, TinaKitten, LilyPichu, and many more on this week's Sussy Sunday (7/31/2022).

Thanks for watching! 🌻 
Edited by https://twitter.com/MessyNess_
Managed by https://twitter.com/NaiAlexandr

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Tiktok ➡ https://www.tiktok.com/@blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise

#blaustoise #amongus #fuslie",yes,"Valkyrae, Sykkuno, Fuslie, IronMouse, Corpse Husband, Disguised Toast, Abe, TinaKitten, LilyPichu"
uQ960L9r9iM,What does a First Class seat look like in 2022? KOREA VLOG,"I visited Korea with Valkyrae, Miyoung, and Fuslie! Here are all the adventures you didn't get to see on any of our streams...

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Tiktok ➡ https://www.tiktok.com/@blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise

Edited by https://twitter.com/LSDRhapsody
Channel Managed by https://twitter.com/NaiAlexandr

Alt Title: I Flew FIRST CLASS to Korea! Blaustoise VLOG
I Found the Most COMFORTABLE Toilet?? Blaustoise KOREA VLOG
I Vlogged from a Toilet?! Blaustoise KOREA VLOG

#blaustoise #vlog #valkyrae","What does a First Class seat look like in 2022? KOREA VLOG I visited Korea with Valkyrae, Miyoung, and Fuslie! Here are all the adventures you didn't get to see on any of our streams...

✌ My socials :
▶ Twitch ➡ https://www.twitch.tv/blaustoise
▶ Tiktok ➡ https://www.tiktok.com/@blaustoise
▶ Discord ➡ https://discord.gg/Ymqzd2T
▶ Twitter➡ https://twitter.com/blaustoise

Edited by https://twitter.com/LSDRhapsody
Channel Managed by https://twitter.com/NaiAlexandr

Alt Title: I Flew FIRST CLASS to Korea! Blaustoise VLOG
I Found the Most COMFORTABLE Toilet?? Blaustoise KOREA VLOG
I Vlogged from a Toilet?! Blaustoise KOREA VLOG

#blaustoise #vlog #valkyrae",yes,"Valkyrae, Miyoung, Fuslie"
g9DJufyhwAU,Dantes faces Elosanta in Solo Queue,"Follow me on Twitch! https://www.twitch.tv/dantes
If you enjoyed the video be sure to like and subscribe.
⇩ OPEN ME ⇩

Business inquiries: doaenel@spectrumgmt.com

Special thanks to enigma for doing all the editing for the video.
Contact: enigmacontentcreation@gmail.com

FOLLOW ME HERE:

► TWITTER:  https://www.twitter.com/doaenel
► INSTAGRAM: https://www.instagram.com/doaenel
► DISCORD: https://discord.gg/doaenel

#doaenel #dobleedpurple #dantes #LeagueOfLegends #Hecarim","Dantes faces Elosanta in Solo Queue Follow me on Twitch! https://www.twitch.tv/dantes
If you enjoyed the video be sure to like and subscribe.
⇩ OPEN ME ⇩

Business inquiries: doaenel@spectrumgmt.com

Special thanks to enigma for doing all the editing for the video.
Contact: enigmacontentcreation@gmail.com

FOLLOW ME HERE:

► TWITTER:  https://www.twitter.com/doaenel
► INSTAGRAM: https://www.instagram.com/doaenel
► DISCORD: https://discord.gg/doaenel

#doaenel #dobleedpurple #dantes #LeagueOfLegends #Hecarim",yes,Elosanta
gBgBjCsdA5A,THE BET WITH ELOSANTA COMES TO AN END,"Follow me on Twitch! https://www.twitch.tv/dantes
If you enjoyed the video be sure to like and subscribe.
⇩ OPEN ME ⇩

Business inquiries: doaenel@spectrumgmt.com

Special thanks to enigma for doing all the editing for the video.
Contact: enigmacontentcreation@gmail.com

FOLLOW ME HERE:

► TWITTER:  https://www.twitter.com/doaenel
► INSTAGRAM: https://www.instagram.com/doaenel
► DISCORD: https://discord.gg/doaenel

#doaenel #dobleedpurple #dantes #LeagueOfLegends #Hecarim","THE BET WITH ELOSANTA COMES TO AN END Follow me on Twitch! https://www.twitch.tv/dantes
If you enjoyed the video be sure to like and subscribe.
⇩ OPEN ME ⇩

Business inquiries: doaenel@spectrumgmt.com

Special thanks to enigma for doing all the editing for the video.
Contact: enigmacontentcreation@gmail.com

FOLLOW ME HERE:

► TWITTER:  https://www.twitter.com/doaenel
► INSTAGRAM: https://www.instagram.com/doaenel
► DISCORD: https://discord.gg/doaenel

#doaenel #dobleedpurple #dantes #LeagueOfLegends #Hecarim",yes,ELOSANTA
RZk_l4fAaXE,FULL CHALLENGER GAME vs. TF Blade,"Follow me on Twitch! https://www.twitch.tv/dantes
If you enjoyed the video be sure to like and subscribe.
⇩ OPEN ME ⇩

Business inquiries: doaenel@spectrumgmt.com

Special thanks to enigma for doing all the editing for the video.
Contact: enigmacontentcreation@gmail.com

FOLLOW ME HERE:

► TWITTER:  https://www.twitter.com/doaenel
► INSTAGRAM: https://www.instagram.com/doaenel
► DISCORD: https://discord.gg/doaenel

#doaenel #dobleedpurple #dantes #LeagueOfLegends #Hecarim","FULL CHALLENGER GAME vs. TF Blade Follow me on Twitch! https://www.twitch.tv/dantes
If you enjoyed the video be sure to like and subscribe.
⇩ OPEN ME ⇩

Business inquiries: doaenel@spectrumgmt.com

Special thanks to enigma for doing all the editing for the video.
Contact: enigmacontentcreation@gmail.com

FOLLOW ME HERE:

► TWITTER:  https://www.twitter.com/doaenel
► INSTAGRAM: https://www.instagram.com/doaenel
► DISCORD: https://discord.gg/doaenel

#doaenel #dobleedpurple #dantes #LeagueOfLegends #Hecarim",yes,TF Blade
vAO5QiSKA98,"KatEvolved called me ""Mechanically Awful""","Follow me on Twitch! https://www.twitch.tv/dantes
If you enjoyed the video be sure to like and subscribe.
⇩ OPEN ME ⇩

Business inquiries: doaenel@spectrumgmt.com

Special thanks to enigma for doing all the editing for the video.
Contact: enigmacontentcreation@gmail.com

FOLLOW ME HERE:

► TWITTER:  https://www.twitter.com/doaenel
► INSTAGRAM: https://www.instagram.com/doaenel
► DISCORD: https://discord.gg/doaenel

#doaenel #dobleedpurple #dantes #LeagueOfLegends #Hecarim","KatEvolved called me ""Mechanically Awful"" Follow me on Twitch! https://www.twitch.tv/dantes
If you enjoyed the video be sure to like and subscribe.
⇩ OPEN ME ⇩

Business inquiries: doaenel@spectrumgmt.com

Special thanks to enigma for doing all the editing for the video.
Contact: enigmacontentcreation@gmail.com

FOLLOW ME HERE:

► TWITTER:  https://www.twitter.com/doaenel
► INSTAGRAM: https://www.instagram.com/doaenel
► DISCORD: https://discord.gg/doaenel

#doaenel #dobleedpurple #dantes #LeagueOfLegends #Hecarim",yes,KatEvolved
a0-jqq9aNNA,What happens when Tarzaned takes Doaenel's Hecarim...,"Follow me on Twitch! https://www.twitch.tv/dantes
If you enjoyed the video be sure to like and subscribe.
⇩ OPEN ME ⇩

Business inquiries: doaenel@spectrumgmt.com

Special thanks to enigma for doing all the editing for the video.
Contact: enigmacontentcreation@gmail.com

FOLLOW ME HERE:

► TWITTER:  https://www.twitter.com/doaenel
► INSTAGRAM: https://www.instagram.com/doaenel
► DISCORD: https://discord.gg/doaenel

#doaenel #dobleedpurple #dantes #LeagueOfLegends #Hecarim","What happens when Tarzaned takes Doaenel's Hecarim... Follow me on Twitch! https://www.twitch.tv/dantes
If you enjoyed the video be sure to like and subscribe.
⇩ OPEN ME ⇩

Business inquiries: doaenel@spectrumgmt.com

Special thanks to enigma for doing all the editing for the video.
Contact: enigmacontentcreation@gmail.com

FOLLOW ME HERE:

► TWITTER:  https://www.twitter.com/doaenel
► INSTAGRAM: https://www.instagram.com/doaenel
► DISCORD: https://discord.gg/doaenel

#doaenel #dobleedpurple #dantes #LeagueOfLegends #Hecarim",yes,Tarzaned
OwTV5sc77ig,CAN I CARRY KATEVOLVED TO RANK 1?,"Follow me on Twitch! https://www.twitch.tv/dantes
If you enjoyed the video be sure to like and subscribe.
⇩ OPEN ME ⇩

Business inquiries: doaenel@spectrumgmt.com

Special thanks to enigma for doing all the editing for the video.
Contact: enigmacontentcreation@gmail.com

FOLLOW ME HERE:

► TWITTER:  https://www.twitter.com/doaenel
► INSTAGRAM: https://www.instagram.com/doaenel
► DISCORD: https://discord.gg/doaenel

#doaenel #dobleedpurple #dantes #LeagueOfLegends #Hecarim","CAN I CARRY KATEVOLVED TO RANK 1? Follow me on Twitch! https://www.twitch.tv/dantes
If you enjoyed the video be sure to like and subscribe.
⇩ OPEN ME ⇩

Business inquiries: doaenel@spectrumgmt.com

Special thanks to enigma for doing all the editing for the video.
Contact: enigmacontentcreation@gmail.com

FOLLOW ME HERE:

► TWITTER:  https://www.twitter.com/doaenel
► INSTAGRAM: https://www.instagram.com/doaenel
► DISCORD: https://discord.gg/doaenel

#doaenel #dobleedpurple #dantes #LeagueOfLegends #Hecarim",yes,KATEVOLVED
DCtj38xAB8c,TFBlade called me a Hardstuck and Dead Streamer...,"Follow me on Twitch! https://www.twitch.tv/dantes
If you enjoyed the video be sure to like and subscribe.
⇩ OPEN ME ⇩

Business inquiries: doaenel@spectrumgmt.com

Special thanks to enigma for doing all the editing for the video.
Contact: enigmacontentcreation@gmail.com

FOLLOW ME HERE:

► TWITTER:  https://www.twitter.com/doaenel
► INSTAGRAM: https://www.instagram.com/doaenel
► DISCORD: https://discord.gg/doaenel

#doaenel #dobleedpurple #dantes #LeagueOfLegends #Hecarim","TFBlade called me a Hardstuck and Dead Streamer... Follow me on Twitch! https://www.twitch.tv/dantes
If you enjoyed the video be sure to like and subscribe.
⇩ OPEN ME ⇩

Business inquiries: doaenel@spectrumgmt.com

Special thanks to enigma for doing all the editing for the video.
Contact: enigmacontentcreation@gmail.com

FOLLOW ME HERE:

► TWITTER:  https://www.twitter.com/doaenel
► INSTAGRAM: https://www.instagram.com/doaenel
► DISCORD: https://discord.gg/doaenel

#doaenel #dobleedpurple #dantes #LeagueOfLegends #Hecarim",yes,TFBlade
RFSg9cnURAo,How I CUCKED Karasmai and Stole His Girl... (Part 1),"Follow me on Twitch! https://www.twitch.tv/dantes
If you enjoyed the video be sure to like and subscribe.
⇩ OPEN ME ⇩

Business inquiries: doaenel@gmail.com

Special thanks to enigma for doing all the editing for the video.
Contact: enigmacontentcreation@gmail.com

FOLLOW ME HERE:

► TWITTER:  https://www.twitter.com/doaenel
► INSTAGRAM: https://www.instagram.com/doaenel
► DISCORD: https://discord.gg/doaenel

#doaenel #dobleedpurple #dantes #LeagueOfLegends #Hecarim","How I CUCKED Karasmai and Stole His Girl... (Part 1) Follow me on Twitch! https://www.twitch.tv/dantes
If you enjoyed the video be sure to like and subscribe.
⇩ OPEN ME ⇩

Business inquiries: doaenel@gmail.com

Special thanks to enigma for doing all the editing for the video.
Contact: enigmacontentcreation@gmail.com

FOLLOW ME HERE:

► TWITTER:  https://www.twitter.com/doaenel
► INSTAGRAM: https://www.instagram.com/doaenel
► DISCORD: https://discord.gg/doaenel

#doaenel #dobleedpurple #dantes #LeagueOfLegends #Hecarim",yes,Karasmai
xU4iYENb6YE,I Played vs. Tyler1 and he got REEEEALLY Tilted...,"Follow me on Twitch! https://www.twitch.tv/dantes
If you enjoyed the video be sure to like and subscribe.
⇩ OPEN ME ⇩

Business inquiries: doaenel@gmail.com

Special thanks to enigma for doing all the editing for the video.
Contact: enigmacontentcreation@gmail.com

FOLLOW ME HERE:

► TWITTER:  https://www.twitter.com/doaenel
► INSTAGRAM: https://www.instagram.com/doaenel
► DISCORD: https://discord.gg/doaenel

#doaenel #dobleedpurple #dantes #LeagueOfLegends #Hecarim","I Played vs. Tyler1 and he got REEEEALLY Tilted... Follow me on Twitch! https://www.twitch.tv/dantes
If you enjoyed the video be sure to like and subscribe.
⇩ OPEN ME ⇩

Business inquiries: doaenel@gmail.com

Special thanks to enigma for doing all the editing for the video.
Contact: enigmacontentcreation@gmail.com

FOLLOW ME HERE:

► TWITTER:  https://www.twitter.com/doaenel
► INSTAGRAM: https://www.instagram.com/doaenel
► DISCORD: https://discord.gg/doaenel

#doaenel #dobleedpurple #dantes #LeagueOfLegends #Hecarim",yes,Tyler1
ysrCbXzDmao,Doaenel and Stevens vs. Korean Worlds Players,"Make sure to hit the like button and subscribe to my channel!

⮯ More Info Below ⮯

🎬 Doaenel's Socials
https://www.twitch.tv/dantes
https://www.tiktok.com/@doaenel
https://www.twitter.com/doaenel
https://www.instagram.com/doaenel
https://discord.gg/doaenel

👨‍💼 Business Inquiries - doaenel@gmail.com

✂️ Editor - enigmacontentcreation@gmail.com","Doaenel and Stevens vs. Korean Worlds Players Make sure to hit the like button and subscribe to my channel!

⮯ More Info Below ⮯

🎬 Doaenel's Socials
https://www.twitch.tv/dantes
https://www.tiktok.com/@doaenel
https://www.twitter.com/doaenel
https://www.instagram.com/doaenel
https://discord.gg/doaenel

👨‍💼 Business Inquiries - doaenel@gmail.com

✂️ Editor - enigmacontentcreation@gmail.com",yes,Stevens
UFvFefcU0fA,Doaenel vs. Elosanta,"Get your FRESH Level 30 Account here: https://turbosmurfs.gg/partner/doaenel
Use Code ""Doaenel"" for 15% off

⮯ More Info Below ⮯

🎬 Doaenel's Socials
https://www.twitch.tv/dantes
https://www.tiktok.com/@doaenel
https://www.twitter.com/doaenel
https://www.instagram.com/doaenel
https://discord.gg/doaenel

👨‍💼 Business Inquiries - doaenel@gmail.com

✂️ Editor - enigmacontentcreation@gmail.com","Doaenel vs. Elosanta Get your FRESH Level 30 Account here: https://turbosmurfs.gg/partner/doaenel
Use Code ""Doaenel"" for 15% off

⮯ More Info Below ⮯

🎬 Doaenel's Socials
https://www.twitch.tv/dantes
https://www.tiktok.com/@doaenel
https://www.twitter.com/doaenel
https://www.instagram.com/doaenel
https://discord.gg/doaenel

👨‍💼 Business Inquiries - doaenel@gmail.com

✂️ Editor - enigmacontentcreation@gmail.com",yes,Elosanta
